nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004151	Jennifer Ann Henry	1973	2017	camera_department,cinematographer,actress	tt0450405,tt0311113,tt0206314,tt0319262
nm0004152	Roel Reiné	1969	\N	director,producer,cinematographer	tt2934286,tt10098580,tt2544766,tt2375692
nm0004153	Carol Goldwasser	1957	\N	casting_director,casting_department,miscellaneous	tt7631348,tt1830491,tt8140732,tt0493093
nm0004154	Peter Thomas	1959	2006	sound_department	tt0325537,tt0384286,tt0349710,tt0144168
nm0004155	Daniel A. Valverde	1961	\N	editor,editorial_department,actor	tt0105046,tt0115237,tt2149175,tt6110648
nm0004156	Shawn Murphy	1948	\N	music_department,sound_department,soundtrack	tt0120915,tt0397535,tt0107290,tt0117060
nm0004157	TyRuben Ellingson	\N	\N	art_department,visual_effects,animation_department	tt1663662,tt0499549,tt0107290,tt0822847
nm0004158	Emily Ferry	\N	\N	art_department,set_decorator	tt0119177,tt0397535,tt0952640,tt3609352
nm0004159	Tom Tangen	1961	\N	miscellaneous,actor,producer	tt0415298,tt1411238,tt0092086,tt0246578
nm0004160	Jan Lipsansky	1968	\N	writer,director,script_department	tt0240000,tt0244785,tt0273928,tt0244681
nm0004161	Mark Roper	1958	\N	director,assistant_director,writer	tt4160708,tt1480295,tt0884224,tt0816462
nm0004162	Patti Podesta	\N	\N	production_designer,art_department,miscellaneous	tt0115736,tt0758752,tt0107290,tt0209144
nm0004163	Marco Guidone	1966	\N	producer,assistant_director,miscellaneous	tt0400773,tt0460808,tt0246677,tt0107426
nm0004164	Bob Brooks	\N	\N	editor,editorial_department,camera_department	tt0116026,tt0117481,tt0115237,tt0127398
nm0004165	Lance W. Dreesen	\N	\N	producer,writer,director	tt0484022,tt0488962,tt0211661,tt0896533
nm0004166	Adam Hackbarth	1973	\N	miscellaneous,actor,writer	tt0349612,tt0427688,tt0462485,tt0489024
nm0004167	Bart DeFinna	\N	\N	actor	tt0265803,tt11096780,tt0096310,tt1190689
nm0004168	Aaron Griffith	\N	\N	casting_director,casting_department,executive	tt0301470,tt1485761,tt0828158
nm0004169	Bo Kane	\N	\N	actor	tt10323338,tt0108551,tt5691552,tt3566726
nm0004170	Bob Kane	1915	1998	writer,miscellaneous,art_department	tt0468569,tt0372784,tt0103776,tt0096895
nm0004171	Drew Wood	\N	\N	actor	tt0072993,tt0069739,tt0056751,tt0224883
nm0004172	Drew Wood	1976	\N	actor	tt0247082,tt0292644,tt0158552,tt0115937
nm0004173	Charlotte Fontijn	\N	\N	script_department,actress,assistant_director	tt0317919,tt0123095,tt0892318,tt0384766
nm0004174	Frederick Howard	\N	\N	sound_department,music_department,producer	tt0116922,tt0145660,tt0157503,tt0970416
nm0004175	Jonathan Short	1959	2006	art_department,art_director	tt0190590,tt0210945,tt0319061,tt0330793
nm0004176	Lisa C. Satriano	\N	\N	assistant_director,producer,director	tt0145487,tt1825683,tt1270797,tt0158206
nm0004177	Tiffany Smith	\N	\N	visual_effects,producer,production_manager	tt0149261,tt0298814,tt1458175,tt0377062
nm0004178	Jeff Wolfe	\N	\N	stunts,assistant_director,actor	tt0383574,tt3503196,tt0848228,tt2070791
nm0004179	Helene Egelund	1965	\N	actress	tt0131674,tt0494216,tt0128007,tt1570091
nm0004180	Dick Vosburgh	1929	2007	writer,actor,script_department	tt0164289,tt1589785,tt0054530,tt0384771
nm0004181	Ronald Shore	\N	\N	producer,actor,casting_department	tt1114256,tt1754457,tt0237199,tt0317640
nm0004182	Frank Petzold	\N	\N	visual_effects,special_effects,camera_department	tt0120201,tt0918940,tt0164052,tt0120591
nm0004183	Tom P. Murphy	1951	\N	actor	tt0129290,tt0241793,tt0180451
nm0004184	Robert Dassanowsky	1956	\N	producer,actor,miscellaneous	tt3754752,tt6342064,tt0481470,tt10468276
nm0004185	Paul Roer	\N	\N	art_department	tt0227005,tt0259484,tt0250081,tt0180093
nm0004186	Peter Hanrahan	\N	\N	editorial_department,miscellaneous,producer	tt1007810,tt0127998,tt0791055,tt0285751
nm0004187	Casey Cannon	\N	\N	visual_effects,producer,writer	tt0119654,tt5265790,tt0114558,tt0120201
nm0004188	Rea Tajiri	1958	\N	director,writer,producer	tt14650084,tt0108233,tt0285191,tt5825812
nm0004189	Tamara Johnson	\N	\N	sound_department,music_department,producer	tt2112307,tt8991296,tt2785032,tt1024715
nm0004190	Glenn Dreher	\N	\N	assistant_director	tt0239330,tt0268805,tt0184894,tt0118570
nm0004191	Ricard Casals	1949	\N	sound_department,composer	tt1454523,tt1649444,tt0102788,tt0104545
nm0004192	Kenny Hotz	1967	\N	writer,producer,director	tt0384746,tt0245173,tt13512094,tt0443765
nm0004193	Debbie Rochon	1968	\N	actress,producer,writer	tt2274752,tt2551446,tt1401631,tt1937154
nm0004194	Lyn Pinezich	\N	\N	production_manager,location_management,producer	tt0993840,tt1291150,tt0949731,tt0407304
nm0004195	Gabriel Figueroa	1907	1997	cinematographer,camera_department	tt0037981,tt0037054,tt0042804,tt0040715
nm0004196	Verne Nobles	1938	\N	writer,producer,director	tt0906763,tt0243609,tt0077099,tt0409811
nm0004197	Vern Nobles Jr.	\N	\N	camera_department,cinematographer,assistant_director	tt0111257,tt1509767,tt0114508,tt1921064
nm0004198	David Acord	\N	\N	sound_department,actor,miscellaneous	tt8111088,tt2527338,tt5776858,tt6334354
nm0004199	Nicolas Amiache	\N	\N	assistant_director,production_manager	tt0330247,tt0225605,tt0363263,tt0441912
nm0004200	John Ian Briody	\N	\N	miscellaneous,assistant_director	tt0132512,tt0142192,tt0155267,tt0186975
nm0004201	Neil Cedar	\N	\N	sound_department,actor,miscellaneous	tt0473308,tt0115641,tt2149175,tt0240515
nm0004202	Jean-Pierre Duret	1953	\N	sound_department,director,writer	tt1270680,tt2054790,tt2737050,tt0092593
nm0004203	Abi Feijó	1956	\N	director,producer,editor	tt0298277,tt0121606,tt0108030,tt5573970
nm0004204	Peter Freeman	\N	\N	assistant_director,casting_department,production_manager	tt2934286,tt9814116,tt2708480,tt6475714
nm0004205	John Frick	\N	\N	art_director,art_department,production_designer	tt0387808,tt1403865,tt0133751,tt1458175
nm0004206	Goran Gajic	1962	\N	director,actor,writer	tt9861884,tt0244627,tt4455788,tt0105946
nm0004207	Giel van Geloven	1972	\N	sound_department,music_department,camera_department	tt0808174,tt4168248,tt1129447,tt0239020
nm0004208	Gabriel Guy	1976	\N	sound_department,music_department,actor	tt2948356,tt2245084,tt2294629,tt3521164
nm0004209	E.B. Hughes	1968	\N	director,writer,producer	tt12386008,tt1476425,tt1496831,tt6745550
nm0004210	Nicholas Korda	1945	2018	sound_department,editorial_department,music_department	tt0111280,tt0498380,tt0418689,tt0140352
nm0004211	Nikolas Korda	1963	\N	assistant_director,production_manager,producer	tt0167260,tt0918940,tt2015381,tt3896198
nm0004212	Peter F. Kurland	\N	\N	sound_department,producer,miscellaneous	tt0477348,tt0119654,tt1403865,tt0358273
nm0004213	Cliff Latimer	\N	\N	sound_department,miscellaneous,editorial_department	tt0107076,tt0115857,tt0119177,tt0266465
nm0004214	Bey Logan	1963	\N	producer,actor,writer	tt0288045,tt4327752,tt8180932,tt0865556
nm0004215	Mark Lombardo	1949	\N	producer,production_manager,actor	tt2058673,tt1529233,tt0280665,tt0091757
nm0004216	Gerard McCann	\N	\N	music_department,sound_department,soundtrack	tt1790885,tt2431286,tt1707386,tt1201607
nm0004217	André Øvredal	\N	\N	director,writer,producer	tt4583446,tt1740707,tt3289956,tt3387520
nm0004218	Péter Palátsik	\N	\N	writer,assistant_director,director	tt0454814,tt0245893,tt0197676,tt0388136
nm0004219	Klaus Peintner	\N	\N	sound_department	tt0245686,tt0185431,tt0205000,tt0120753
nm0004220	Doug Pope	\N	\N	sound_department,cinematographer,editor	tt0332255,tt0243145
nm0004221	Will Ralston	\N	\N	sound_department,writer,miscellaneous	tt9308346,tt1279972,tt4998350,tt0306414
nm0004222	Hansl Schulder	\N	\N	writer	tt0145649
nm0004223	Philip Sgriccia	\N	\N	producer,director,editor	tt0460681,tt0106057,tt0092402,tt1190634
nm0004224	Anne Sirois	\N	\N	assistant_director,miscellaneous,producer	tt0117653,tt0271543,tt1588173,tt1756750
nm0004225	Eduardo Soto-Falcon	\N	\N	director,writer,editor	tt0403830,tt0945533,tt0241798,tt1981685
nm0004226	David B. Thompson	\N	\N	editor,editorial_department,actor	tt0285331,tt1567215,tt1114706,tt1517121
nm0004227	Dick Ziker	1940	\N	stunts,assistant_director,actor	tt0284490,tt0090180,tt0095016,tt0080455
nm0004228	Elmo Weber	\N	\N	sound_department,soundtrack,composer	tt0842926,tt2479478,tt2106651,tt9619798
nm0004229	Adam Greenberg	1939	\N	cinematographer,camera_department,miscellaneous	tt0103064,tt0088247,tt0099653,tt0120184
nm0004230	Frank Loesser	1910	1969	soundtrack,music_department,writer	tt0348150,tt0041687,tt0120784,tt0212720
nm0004231	Kenny Davis	1940	2016	actor	tt0426371,tt1810683,tt0087363,tt0077031
nm0004232	Erik Svane	\N	\N	actor	tt0161203,tt0180837,tt0137546,tt0331770
nm0004233	Nick Gillard	1959	\N	stunts,actor,assistant_director	tt0245844,tt0102798,tt0113492,tt0493464
nm0004234	Alfonso Gomez-Rejon	\N	\N	producer,director,assistant_director	tt1844624,tt0473705,tt1024648,tt2582496
nm0004235	James William Newport	\N	\N	production_designer,art_director,art_department	tt0286486,tt3522806,tt0814022,tt0101452
nm0004236	Ângelo Antônio	1964	\N	actor,producer	tt1234559,tt2390460,tt0142045,tt0439547
nm0004237	Ângelo Antônio	1939	1983	actor	tt0139077,tt0200542,tt0200884,tt0201599
nm0004238	Cindy Geppi	1967	\N	actress	tt0094155,tt0099329,tt0099073
nm0004239	Meg Thalken	1954	\N	actress	tt0108757,tt0085346,tt0095889,tt0120873
nm0004240	Tom Scorza	\N	\N	writer	tt0157871,tt11769434
nm0004241	Donald E. Thorin	1934	2016	cinematographer,camera_department,assistant_director	tt0097770,tt0083190,tt0098439,tt0091129
nm0004242	Fidel Castro	1926	2016	actor	tt1098200,tt2088683,tt3967500,tt0827190
nm0004243	Eric Mises-Rosenfeld	\N	\N	visual_effects	tt0119707,tt0758730,tt0822854,tt0267804
nm0004244	Jacques Tati	1907	1982	writer,actor,director	tt0062136,tt0040497,tt0046487,tt0050706
nm0004245	Carla S. Nemec	\N	\N	art_department,miscellaneous	tt0120053,tt0948470,tt2209764,tt2935510
nm0004246	Pamela Scott Arnold	\N	\N	editor,editorial_department,music_department	tt4210994,tt0194624,tt1597089,tt3495774
nm0004247	Bob Sarles	1957	\N	editor,producer,editorial_department	tt0103520,tt0124010,tt3264110,tt5432624
nm0004248	Georges Corraface	1952	\N	actor,producer,writer	tt0116225,tt0378897,tt0097810,tt0110785
nm0004249	Curtis Choy	\N	\N	sound_department,director,cinematographer	tt0124514,tt0406729,tt0406763,tt0468963
nm0004250	Quentin Lee	\N	\N	producer,director,writer	tt13609178,tt14016562,tt1967697,tt1024770
nm0004251	Sharon Smith Holley	\N	\N	visual_effects,editorial_department,production_manager	tt0268695,tt1025100,tt0437086,tt1409024
nm0004252	Thomas Duval	\N	\N	visual_effects,miscellaneous	tt0364970,tt1034032,tt0118583,tt0465494
nm0004253	Marc Pollon	\N	\N	editorial_department,editor	tt5987254,tt1606180,tt6045840,tt1405406
nm0004254	Edward Terry	\N	\N	actor,writer,art_department	tt0092843,tt0100079,tt0080527
nm0004255	Laura Marolakos	\N	\N	costume_department,costume_designer	tt0343135,tt0278488,tt0209144,tt0119891
nm0004256	Suzan Derkson	\N	\N	assistant_director,production_manager,producer	tt2626350,tt0175142,tt0306047,tt0160277
nm0004257	James R. Bagdonas	1951	\N	cinematographer,camera_department,director	tt1442437,tt0108724,tt0283111,tt0086734
nm0004258	Pino Ammendola	1951	\N	actor,writer,miscellaneous	tt0103873,tt0491611,tt7144978,tt2869788
nm0004259	André Kaminski	1985	\N	actor	tt0806910,tt2133298,tt0366767,tt0239450
nm0004260	Pamela Bowman	\N	\N	actress	tt0078622,tt0086494,tt0083131,tt0086501
nm0004262	Lynn Marie Latham	\N	\N	writer,producer,miscellaneous	tt0106127,tt0078638,tt0069658,tt0101121
nm0004263	Lynne Latham	\N	\N	actress,casting_department,soundtrack	tt0075485,tt0082474,tt0084273,tt0081777
nm0004264	Judy Herrera	\N	\N	actress,miscellaneous	tt0120689,tt0127020,tt0243222,tt0255653
nm0004265	Maria Herrera	1969	\N	actress	tt5568250,tt0289791,tt0837563,tt0150377
nm0004266	Anne Hathaway	1982	\N	actress,soundtrack,producer	tt4680182,tt1707386,tt1345836,tt1084950
nm0004267	Xavier Grobet	1964	\N	cinematographer,camera_department,actor	tt2381941,tt0247196,tt1121977,tt0457510
nm0004268	Mark Allen	\N	\N	sound_department,music_department,miscellaneous	tt0313542,tt0285333,tt0475784,tt2261227
nm0004269	Oliver Driscoll	1974	\N	camera_department,actor,miscellaneous	tt5884052,tt5433138,tt0816711,tt0364970
nm0004270	Fabiomassimo Dell'Orco	1964	\N	production_manager,location_management,producer	tt3778644,tt0106582,tt6723592,tt0119013
nm0004271	Paul Curtis	1970	\N	producer,visual_effects,cinematographer	tt13681526,tt2716482,tt0120738,tt0116839
nm0004272	Paul Hipp	1963	\N	actor,soundtrack,composer	tt0104714,tt0119668,tt0119094,tt0103759
nm0004273	Joel Kramer	1957	\N	stunts,assistant_director,actor	tt0079945,tt0093773,tt2820852,tt0096256
nm0004274	Martijn Veltman	\N	\N	camera_department,director,writer	tt0413300,tt2771372,tt0463985,tt0331610
nm0004275	Steven Wren	\N	\N	assistant_director,location_management,producer	tt0109178,tt0116723,tt0084867,tt0238035
nm0004276	Peter Menich	\N	\N	visual_effects,miscellaneous,animation_department	tt0377062,tt0120738,tt0159273,tt0120053
nm0004277	Adam Belanoff	1962	\N	producer,writer,miscellaneous	tt1936532,tt0115144,tt0458253,tt0092455
nm0004278	Terry Chapman	\N	\N	special_effects,miscellaneous	tt1951265,tt0796366,tt1440129,tt1951266
nm0004279	Liz Radley	\N	\N	visual_effects,camera_department,miscellaneous	tt0111280,tt0119654,tt0106977,tt0117731
nm0004280	Chris Blackwood	1972	\N	stunts,actor	tt0163025,tt0120902,tt0120157,tt0301470
nm0004281	Stephen Butcher	1946	\N	director,producer,actor	tt0074035,tt0053494,tt0159204,tt1382578
nm0004282	Anne Francis	1930	2011	actress,soundtrack	tt0059678,tt0047849,tt0049223,tt0058814
nm0004283	Sharon Farber	\N	\N	composer,music_department,producer	tt15119486,tt0256394,tt4177080,tt0069658
nm0004284	Cristine Rose	1951	\N	actress	tt0207201,tt0364845,tt0092455,tt0813715
nm0004285	Oak O'Connor	\N	\N	assistant_director,producer,art_director	tt0115674,tt0415489,tt0448156,tt0183280
nm0004286	Clifton Collins Jr.	1970	\N	actor,producer,director	tt0272020,tt0796366,tt0379725,tt0181865
nm0004287	Alex Thomson	1929	2007	cinematographer,camera_department,visual_effects	tt0116477,tt0089469,tt0078346,tt0082348
nm0004288	Jeff Lass	\N	\N	composer,soundtrack,music_department	tt0106644,tt0109987,tt2066176,tt0099422
nm0004289	Bryan Handy	\N	\N	actor,miscellaneous	tt0412253,tt0203078,tt1710621,tt5632318
nm0004290	Margaret Booth	1898	2002	editor,editorial_department,producer	tt0083564,tt0026752,tt0077321,tt0074937
nm0004291	Nargis	1929	1981	actress	tt0041123,tt0050188,tt0156923,tt0041161
nm0004292	Raj Kapoor	1924	1988	actor,producer,director	tt0084532,tt0058547,tt0066070,tt0152139
nm0004293	Matt Bellner	1969	\N	script_department,actor,assistant_director	tt0118484,tt0108778,tt0058796,tt1548544
nm0004294	Nadia Bjorlin	1980	\N	actress,soundtrack	tt0058796,tt1695746,tt0780595,tt0364845
nm0004295	Michael Stearns	1940	2007	actor	tt0154029,tt0063928,tt0078767,tt0069768
nm0004296	Tamara Torres	1979	\N	actress,miscellaneous,make_up_department	tt0230838,tt0230030,tt0376720,tt0987915
nm0004297	Tamara Torres	\N	\N	location_management	tt0106257
nm0004298	David T. Anderson	\N	\N	art_department,camera_department	tt0110620,tt0181984
nm0004299	Jason Board	1965	\N	special_effects,art_department	tt1053424,tt0211443,tt0186151,tt0800080
nm0004300	Buddy Bregman	1930	2017	producer,director,music_department	tt0425413,tt0245633,tt0245675,tt0086425
nm0004301	Alexandra Adi	1971	\N	actress	tt0163651,tt0155776,tt0118887,tt0116168
nm0004302	Ken Kelsch	\N	\N	cinematographer,actor,camera_department	tt0116378,tt0899128,tt0103759,tt0068833
nm0004303	Gavin Hood	1963	\N	actor,producer,director	tt2057392,tt0178860,tt5431890,tt0468565
nm0004304	Jonathon E. Salzman	\N	\N	camera_department,cinematographer	tt0101410,tt0165854,tt0139654,tt0133952
nm0004305	George Miller	1943	\N	director,producer,writer	tt0084296,tt0109120,tt0076945,tt0067408
nm0004306	George Miller	1945	\N	producer,writer,director	tt0366548,tt0079501,tt1392190,tt0082694
nm0004307	Shane Salerno	1972	\N	producer,writer,music_department	tt0120591,tt1596753,tt3095356,tt9174536
nm0004308	Dirk Ahner	1973	\N	writer,camera_department,director	tt5521594,tt2171897,tt13803064,tt0221928
nm0004309	Shirley Knight	1936	2020	actress,producer,soundtrack	tt0119822,tt0056541,tt1114740,tt0456554
nm0004310	Larry Fine	1902	1975	actor,soundtrack,writer	tt0044007,tt0027529,tt0052880,tt0056579
nm0004311	Danny B. Harvey	\N	\N	composer,soundtrack,actor	tt1329432,tt1104052,tt0144814,tt0397039
nm0004312	Richard Milward	\N	\N	editor,editorial_department,miscellaneous	tt12749392,tt0120199,tt0252963,tt0166047
nm0004313	John A. Aiello	\N	\N	casting_director,casting_department	tt0115285,tt0115123,tt0117218,tt0098772
nm0004314	Angie Luckey	\N	\N	editorial_department,sound_department,actress	tt0106856,tt0311429,tt0098382,tt0096734
nm0004315	Eric Le Roy	1962	\N	actor,assistant_director	tt0203579,tt0260192,tt0267103,tt0088462
nm0004316	Philip Judd	1953	\N	music_department,composer,soundtrack	tt0084728,tt0101692,tt0099138,tt0095996
nm0004317	Phil Judd	1948	\N	sound_department,actor,director	tt0090555,tt0105488,tt0187636,tt0280490
nm0004318	Michel Trouillard	\N	\N	sound_department	tt0095710,tt0112366,tt0089776,tt0091429
nm0004319	Sarah Robinson	\N	\N	costume_department,art_department,miscellaneous	tt2382320,tt3659388,tt2316204,tt4777008
nm0004320	Karl Denham	\N	\N	visual_effects,director,cinematographer	tt0443706,tt0112173,tt0298814,tt1104001
nm0004321	Henning Lohner	1961	\N	composer,director,writer	tt0377109,tt0460780,tt0383222,tt0277941
nm0004322	Patrick Ramsay	\N	\N	sound_department,producer,miscellaneous	tt0758730,tt0408345,tt0374455,tt0364343
nm0004323	Jean-Luc Dinsdale	1971	\N	visual_effects,camera_department,cinematographer	tt2193021,tt2302601,tt0118480,tt0457572
nm0004324	Caroline Hutchings	1946	\N	costume_designer,costume_department,casting_director	tt0218000,tt0072500,tt0247329,tt0293020
nm0004325	Michiel Snijders	1972	\N	producer,writer,animation_department	tt0800164,tt0218670,tt4080760,tt0408302
nm0004326	Asher Ettinger	\N	\N	composer,music_department,actor	tt4720284,tt11996588,tt0178145,tt0106110
nm0004327	Rachel Dixon	\N	\N	producer	tt0247435,tt0217007,tt0247395,tt0247656
nm0004328	Lawrence R. Leritz	1962	\N	actor,miscellaneous,producer	tt6735740,tt1385826,tt7620960
nm0004329	Brian Bowles	\N	\N	sound_department,miscellaneous	tt1714915,tt0929632,tt2771200,tt1485796
nm0004330	David Rawlins	1935	\N	editor,editorial_department,director	tt0092699,tt0087262,tt0078966,tt0090685
nm0004331	Luke Freeborn	\N	\N	art_director,art_department,production_designer	tt1375666,tt3315342,tt1355644,tt0796366
nm0004332	Robert B. Weide	1959	\N	producer,director,writer	tt0264235,tt0364151,tt0175844,tt0435651
nm0004333	John Lanza	\N	\N	producer,miscellaneous,production_manager	tt0112047,tt0795430,tt0185143,tt1183921
nm0004334	Rekha	1954	\N	actress,music_department,soundtrack	tt0254481,tt0151206,tt0083248,tt0246729
nm0004335	Hrithik Roshan	1974	\N	actor,music_department,soundtrack	tt0323013,tt1562872,tt7430722,tt7485048
nm0004336	Tristan Oliver	\N	\N	cinematographer,camera_department,actor	tt0312004,tt1623288,tt5104604,tt0432283
nm0004338	David Potischman	\N	\N	actor	tt0205940,tt0167880,tt0194421
nm0004339	Laura M. Grody	\N	\N	editorial_department,editor,actress	tt0099180,tt0107302,tt0111693,tt0105226
nm0004340	Brian Daly	\N	\N	writer	tt4848290,tt0134316
nm0004341	Diane Kirman	\N	\N	producer,casting_department,assistant_director	tt0130142,tt5843878,tt12356844,tt1303803
nm0004342	Mitchell Rose	\N	\N	director,editor,producer	tt0467410,tt0467464,tt3223544,tt0304413
nm0004343	David S. Warner	\N	\N	camera_department,cinematographer	tt8663516,tt0758730,tt1964418,tt0822854
nm0004344	Michael Barrett	1970	\N	cinematographer,director,producer	tt1637725,tt0247082,tt0308055,tt0373469
nm0004345	Richard A. Roth	1940	2017	actor,producer	tt0072608,tt0072431,tt0067803,tt0082869
nm0004346	Richard A. Roth	\N	\N		tt0110724
nm0004347	Alain Goldman	\N	\N	producer,writer,actor	tt0450188,tt0228786,tt0364970,tt2398149
nm0004348	Craig Haagensen	\N	\N	camera_department,assistant_director,cinematographer	tt0114746,tt0385887,tt2402927,tt6111574
nm0004349	Kam Heskin	1973	\N	actress,soundtrack	tt0264464,tt0327643,tt0133152,tt0366920
nm0004350	Nick Pearson	\N	\N	camera_department	tt0117060,tt0096895,tt0213149,tt0241303
nm0004351	Valerie Mayhew	\N	\N	producer,miscellaneous,writer	tt0106179,tt0247097,tt0158552,tt0118509
nm0004352	Elsa Saladin	\N	\N	actress,casting_department	tt2325761,tt1780701,tt0107446,tt0387899
nm0004353	Beatrice Pettovich	\N	\N	assistant_director,location_management,camera_department	tt0335119,tt0189998,tt0254199,tt0179183
nm0004354	Caveh Zahedi	1960	\N	director,writer,producer	tt0102319,tt13982842,tt0428649,tt0324369
nm0004355	Roger Ashton-Griffiths	1957	\N	actor,director,writer	tt4575576,tt0088846,tt0944947,tt0217505
nm0004356	Lisa Jakub	1978	\N	actress,producer	tt0116629,tt0107614,tt0203523,tt0107529
nm0004357	Michael Roberds	1964	2016	actor,producer,writer	tt1231587,tt0319343,tt1122836,tt0239948
nm0004358	Terry Odem	\N	\N	producer,miscellaneous,actress	tt0098536,tt0109830,tt0117887,tt0104694
nm0004359	Donald Vetick	1962	\N	camera_department	tt0099128,tt0096875,tt0489281,tt0102453
nm0004360	Attila Szalay	1961	\N	cinematographer,camera_department	tt2406376,tt1453159,tt1489428,tt5761496
nm0004361	Roger Guyett	\N	\N	visual_effects,assistant_director,actor	tt2488496,tt0796366,tt1677720,tt1408101
nm0004362	Roshan	1917	1967	composer,soundtrack,music_department	tt0044360,tt0057555,tt0176313,tt0350028
nm0004363	Rakesh Roshan	1949	\N	actor,producer,director	tt0234000,tt0432637,tt1029231,tt0254481
nm0004364	Merle Bertrand	\N	\N	assistant_director,camera_department,producer	tt0367995,tt0111361,tt0296745,tt0109363
nm0004365	Fred Williamson	1938	\N	actor,producer,director	tt0066026,tt0072725,tt0116367,tt0335438
nm0004366	Tom Wolfe	1930	2018	writer,actor,miscellaneous	tt14953612,tt0086197,tt0099165,tt1049951
nm0004367	Antonio L. Ballesteros	1910	\N	cinematographer,camera_department	tt0045713,tt0069015,tt0054422,tt0052369
nm0004368	Stanley Myers	1933	1993	composer,music_department,soundtrack	tt0077416,tt0418763,tt0100944,tt0093776
nm0004369	Robert Lyon Rasner	1973	\N	actor,writer,miscellaneous	tt0435770,tt0240732,tt0408524,tt3120280
nm0004370	Ron Petruccione	\N	\N	special_effects,stunts	tt0379786,tt0118880,tt0118928,tt0120611
nm0004371	Robert David Hall	1947	\N	actor,soundtrack,miscellaneous	tt0247082,tt1146431,tt0120768,tt0120201
nm0004372	Gary Graver	1938	2006	cinematographer,director,camera_department	tt0082004,tt0129510,tt0121549,tt0178845
nm0004373	Martin Fischer	\N	\N	camera_department,transportation_department,miscellaneous	tt1972571,tt0130827,tt0101458,tt0101606
nm0004374	Bruce Woloshyn	1964	\N	visual_effects,actor,editorial_department	tt1583421,tt0374455,tt1234721,tt0118480
nm0004375	John Dykstra	1947	\N	visual_effects,producer,special_effects	tt0079945,tt0145487,tt0076759,tt0316654
nm0004376	Franka Potente	1974	\N	actress,soundtrack,director	tt0258463,tt0203632,tt0372183,tt0130827
nm0004377	Heather Scobie	\N	\N	camera_department,producer,miscellaneous	tt0177971,tt0155425,tt1221355,tt1763327
nm0004378	Jim McConnell	\N	\N	stunts,actor	tt0102685,tt0109303,tt0118688,tt0118615
nm0004379	Pierpaolo Tiano	\N	\N	composer,actor,music_department	tt1301309,tt1235543,tt0234137,tt1319736
nm0004380	Antoine de Caunes	1953	\N	actor,soundtrack,director	tt0774756,tt0119307,tt2313389,tt1174034
nm0004381	Emma de Caunes	1976	\N	actress,director,writer	tt0120405,tt0401383,tt0453451,tt0354899
nm0004382	Jean-Jacques Vanier	\N	\N	actor	tt0781455,tt0115070,tt0105132,tt0111342
nm0004383	Michael Kamen	1948	2003	soundtrack,music_department,composer	tt0093409,tt0112883,tt0102798,tt0120903
nm0004384	Wojciech Kilar	1932	2013	composer,soundtrack,music_department	tt0142688,tt0103874,tt0253474,tt0120382
nm0004385	Michael Broomberg	\N	\N	sound_department	tt0407304,tt1190080,tt0409459,tt4633694
nm0004386	Jerome R. Vitucci	\N	\N	sound_department,miscellaneous	tt0117665,tt0259711,tt0119822,tt0108162
nm0004387	Helmi Sirkiä	1981	\N	actress,director,writer	tt0249709,tt0249597,tt0247109,tt0249289
nm0004388	Michael Selditch	1966	\N	producer,director,writer	tt9139238,tt1229250,tt2498968,tt0358332
nm0004389	Jason Kaplan	1969	\N	sound_department,editorial_department	tt0180093,tt0243655,tt0218188,tt0138493
nm0004390	Teri Kennedy	\N	\N	producer,director,camera_department	tt0373395,tt0237973,tt7620590,tt0239195
nm0004391	Chris Dowell	\N	\N	production_manager,editorial_department,visual_effects	tt1877832,tt6565702,tt0120903,tt5013056
nm0004392	Charles Blackman	1928	2016	make_up_department	tt0053810,tt0058968,tt0063811,tt0064895
nm0004393	David J. Barker	1962	\N	special_effects,art_department	tt0458339,tt0418279,tt0822847,tt1340138
nm0004394	Mark Kadlec	\N	\N	actor,miscellaneous,assistant_director	tt0207100,tt0197072,tt0186454,tt0256856
nm0004395	Adam Scott	1973	\N	actor,producer,director	tt3850590,tt0838283,tt1720616,tt0359950
nm0004396	Steven E. Hoffman	1969	\N	producer	tt0160289,tt0249082
nm0004397	Frank Walsh	1953	\N	art_director,production_designer,art_department	tt1186830,tt1375666,tt1587310,tt0462335
nm0004398	Rodney Glenn	\N	\N	sound_department,editorial_department,miscellaneous	tt0088846,tt0073629,tt0372784,tt0081633
nm0004399	William F. Reynolds	\N	\N	art_department,set_decorator,special_effects	tt2053463,tt0475276,tt0450232,tt2199571
nm0004400	John Curcio	\N	\N	sound_department,producer,writer	tt0068588,tt0090520,tt2816232,tt0084237
nm0004401	Steven M. Stern	1967	\N	composer,music_department,soundtrack	tt2267998,tt3315342,tt0117500,tt1431045
nm0004402	Dan Wool	\N	\N	composer,music_department,soundtrack	tt0118174,tt0118426,tt0167454,tt0091954
nm0004403	Paula P-Orridge	\N	\N	actress	tt12856970,tt0183015
nm0004404	Jerry D. O'Donnell	\N	\N	actor,director,writer	tt3322312,tt4158110,tt4270492,tt0098844
nm0004405	Jerry O'Donnell	\N	\N	actor	tt3502248,tt2660806,tt6473344,tt0804503
nm0004406	Curtis Smith	\N	\N	camera_department,actor	tt0800369,tt1037705,tt0409847,tt0765010
